Age;Gender;MarStat;Housing;Educ;Inc_Gr;Children;IQ;rate;cost_type;ID
62;1;4;4;2;2;3;180;0,05;Broker;2381
48;1;1;4;2;2;2;149,7578335;0,05;Broker;2382
54;1;1;4;1;1;0;172,1934499;0,05;Broker;2385
49;1;1;4;1;1;2;158,6173937;0,05;Broker;2386
54;1;4;4;1;1;0;172,4765452;0,05;Broker;2388
48;1;1;4;1;1;2;145,7778854;0,05;Broker;2393
42;1;4;4;1;1;2;129,4489267;0,05;Broker;2397
60;1;1;4;2;2;0;180;0,05;Broker;2399
47;1;4;4;1;1;2;147,7869147;0,05;Broker;2400
43;1;1;4;1;1;2;138,4636314;0,05;Broker;2402
50;1;4;4;1;1;2;157,885507;0,05;Broker;2411
46;1;4;4;4;4;2;148,5788221;0,05;Broker;2413
47;1;1;4;1;2;2;149,1211439;0,05;Broker;2416
50;1;1;4;2;2;2;155,8269615;0,05;Broker;2422
59;1;3;1;3;3;1;180;0,05;Broker;2423
53;1;3;2;3;3;1;169,4862079;0,05;Broker;2425
54;1;3;1;3;3;1;173,9752977;0,05;Broker;2430
47;1;3;1;3;3;1;150,3832571;0,05;Broker;2432
51;1;3;2;3;3;1;160,8055017;0,05;Broker;2433
50;1;3;2;3;3;1;156,0223465;0,05;Broker;2434
53;1;3;2;3;3;1;161,3868618;0,05;Broker;2437
51;1;3;2;3;3;1;161,9162222;0,05;Broker;2441
48;1;3;2;3;3;1;154,6624867;0,05;Broker;2442
46;1;3;2;3;3;1;146,5625582;0,05;Broker;2443
64;1;3;2;3;3;1;180;0,05;Broker;2446
49;1;3;2;3;3;1;141,9850399;0,05;Broker;2452
56;1;3;1;3;3;1;168,4080214;0,05;Broker;2455
50;1;3;2;3;3;1;162,3406605;0,05;Broker;2459
49;1;3;1;3;3;1;140,969713;0,05;Broker;2460
46;1;3;1;3;3;1;140,1128921;0,05;Broker;2461
57;1;3;1;3;3;2;170,7796798;0,05;Broker;2465
62;1;3;1;3;3;0;180;0,05;Broker;2466
54;1;3;1;3;3;2;162,2552642;0,05;Broker;2469
54;1;3;2;3;3;2;167,7121994;0,05;Broker;2473
64;1;3;1;3;3;0;180;0,05;Broker;2475
63;1;3;1;3;3;2;180;0,05;Broker;2477
47;1;3;2;3;3;3;151,1619268;0,05;Broker;2481
65;1;3;1;3;3;2;180;0,05;Broker;2482
59;1;3;1;3;3;2;177,4373476;0,05;Broker;2486
42;1;3;1;3;3;2;131,8240373;0,05;Broker;2487
44;1;3;1;3;3;3;135,8442571;0,05;Broker;2488
63;1;3;2;3;3;0;180;0,05;Broker;2493
48;1;3;2;3;3;0;151,3812672;0,05;Broker;2494
41;1;3;2;3;3;2;126,1759596;0,05;Broker;2500
44;1;3;2;3;3;0;137,0331631;0,05;Broker;2501
53;1;3;1;3;3;3;178,0727933;0,05;Broker;2502
58;1;3;1;3;3;2;174,8021683;0,05;Broker;2503
54;1;3;2;3;3;3;169,7533072;0,05;Broker;2507
62;1;3;1;3;3;2;180;0,05;Broker;2508
61;1;3;1;3;3;3;180;0,05;Broker;2511
63;1;3;1;3;3;2;180;0,05;Broker;2512
51;1;3;1;3;3;2;156,3035548;0,05;Broker;2514
43;1;3;2;3;3;2;148,3897058;0,05;Broker;2516
46;1;3;2;3;3;2;147,1463893;0,05;Broker;2521
44;1;3;2;3;3;2;152,9645012;0,05;Broker;2522
45;1;3;2;3;4;1;141,8290928;0,05;Broker;2523
42;1;3;1;3;4;1;135,3240169;0,05;Broker;2528
43;1;3;1;3;4;1;135,7848431;0,05;Broker;2530
57;1;3;2;3;4;1;155,4240578;0,05;Broker;2534
45;1;3;2;3;4;1;137,1484714;0,05;Broker;2539
50;1;3;2;3;4;1;160,3084071;0,05;Broker;2541
42;1;3;1;3;4;0;147,4630714;0,05;Broker;2544
43;1;3;1;3;4;2;134,3603874;0,05;Broker;2546
42;1;3;1;3;4;2;131,9670974;0,05;Broker;2547
56;1;3;2;3;4;2;180;0,05;Broker;2548
63;1;3;2;3;4;2;180;0,05;Broker;2549
43;1;3;1;3;4;0;142,5371863;0,05;Broker;2552
44;1;3;1;3;4;0;141,0611123;0,05;Broker;2553
57;1;3;2;3;4;0;178,4927475;0,05;Broker;2556
57;1;3;2;3;4;2;174,3224163;0,05;Broker;2558
55;1;3;1;3;4;0;167,5808601;0,05;Broker;2560
55;1;3;1;3;4;2;180;0,05;Broker;2571
56;1;3;2;3;4;2;176,7820484;0,05;Broker;2574
56;1;3;2;3;4;0;170,0669887;0,05;Broker;2576
55;1;3;2;3;4;2;172,736453;0,05;Broker;2580
52;1;3;1;3;4;2;169,5956886;0,05;Broker;2581
62;1;3;1;3;4;2;180;0,05;Broker;2582
55;1;3;1;3;4;2;174,4582806;0,05;Broker;2583
54;1;3;2;2;3;1;161,9359276;0,05;Broker;2587
56;1;3;1;2;3;1;177,92638;0,05;Broker;2589
52;1;3;2;2;3;1;160,7447864;0,05;Broker;2590
59;1;3;1;2;3;0;180;0,05;Broker;2591
52;1;3;1;2;3;0;161,6866434;0,05;Broker;2592
44;1;3;1;2;3;0;135,3412681;0,05;Broker;2593
46;1;3;1;2;3;2;149,7794236;0,05;Broker;2596
49;1;3;1;2;3;0;160,7126328;0,05;Broker;2597
54;1;3;1;2;3;2;163,0357451;0,05;Broker;2599
51;1;3;2;2;3;0;160,5157401;0,05;Broker;2600
51;1;3;1;1;1;1;160,0383011;0,05;Broker;2602
62;1;3;1;2;2;1;180;0,05;Broker;2603
60;1;3;2;1;1;1;180;0,05;Broker;2604
58;1;3;2;2;2;1;178,5257791;0,05;Broker;2605
55;1;3;1;4;4;1;168,3638105;0,05;Broker;2607
53;1;3;1;1;2;1;168,7127971;0,05;Broker;2609
45;1;3;2;4;4;1;151,4523853;0,05;Broker;2612
45;1;3;2;1;1;1;145,1429243;0,05;Broker;2621
50;1;3;1;2;2;1;157,9435742;0,05;Broker;2627
63;1;3;1;1;2;1;180;0,05;Broker;2629
44;1;3;2;1;2;1;139,2348735;0,05;Broker;2633
47;1;3;2;1;1;1;151,0387884;0,05;Broker;2635
50;1;3;2;1;2;1;151,7584154;0,05;Broker;2640
49;1;3;1;4;4;1;162,9673603;0,05;Broker;2644
44;1;3;2;1;2;1;139,2658319;0,05;Broker;2645
50;1;3;1;2;2;1;154,6735229;0,05;Broker;2647
49;1;3;1;1;2;1;148,079124;0,05;Broker;2652
42;1;3;1;2;2;1;140,223678;0,05;Broker;2655
55;1;3;1;1;1;1;172,8402897;0,05;Broker;2657
43;1;3;1;1;2;1;134,3378425;0,05;Broker;2659
47;1;3;2;4;4;1;153,6944129;0,05;Broker;2664
54;1;3;2;1;1;1;173,5297205;0,05;Broker;2667
45;1;3;1;4;4;1;140,4606798;0,05;Broker;2670
60;1;3;2;2;2;1;180;0,05;Broker;2671
48;1;3;1;1;1;1;148,1646984;0,05;Broker;2676
59;1;3;2;1;1;2;180;0,05;Broker;2677
62;1;3;1;1;1;2;180;0,05;Broker;2679
46;1;3;2;4;4;2;142,1986026;0,05;Broker;2681
57;1;3;1;4;4;0;179,2350935;0,05;Broker;2683
47;1;3;2;2;2;0;142,996774;0,05;Broker;2687
46;1;3;2;2;2;0;139,3738849;0,05;Broker;2690
43;1;3;1;1;1;0;136,6225932;0,05;Broker;2697
45;1;3;1;1;2;2;136,0569409;0,05;Broker;2698
46;1;3;1;1;2;2;144,5999136;0,05;Broker;2700
44;1;3;1;2;2;0;140,3097559;0,05;Broker;2703
60;1;3;1;1;1;2;180;0,05;Broker;2705
48;1;3;1;1;1;0;148,923223;0,05;Broker;2707
43;1;3;2;1;2;2;135,2497738;0,05;Broker;2711
56;1;3;2;2;2;2;174,270122;0,05;Broker;2713
60;1;3;2;1;2;2;180;0,05;Broker;2716
44;1;3;2;1;1;2;128,0426656;0,05;Broker;2717
47;1;3;1;1;1;2;148,725821;0,05;Broker;2718
59;1;3;2;1;1;2;180;0,05;Broker;2719
46;1;3;2;1;2;0;135,2742773;0,05;Broker;2721
52;1;3;2;4;4;0;157,7541264;0,05;Broker;2726
55;1;3;1;2;2;2;171,9608954;0,05;Broker;2728
63;1;3;1;1;2;2;180;0,05;Broker;2729
45;1;3;1;2;2;2;144,3492886;0,05;Broker;2734
55;1;3;2;4;4;2;171,227086;0,05;Broker;2736
60;1;3;1;1;1;0;180;0,05;Broker;2739
47;1;3;2;4;4;3;156,5618525;0,05;Broker;2743
52;1;3;1;1;1;2;163,6312321;0,05;Broker;2744
59;1;3;1;1;2;0;180;0,05;Broker;2745
48;1;3;1;1;1;0;155,9669318;0,05;Broker;2747
49;1;3;1;4;4;2;154,8069063;0,05;Broker;2751
45;1;3;1;1;1;0;138,7916841;0,05;Broker;2752
43;1;3;1;1;1;2;144,1874602;0,05;Broker;2759
47;1;3;2;1;1;2;147,2239741;0,05;Broker;2762
43;1;3;1;1;2;2;130,0517069;0,05;Broker;2764
43;1;3;2;4;4;2;133,8382329;0,05;Broker;2765
48;1;3;1;1;1;2;149,3293764;0,05;Broker;2766
45;1;3;1;2;2;0;145,2051872;0,05;Broker;2767
55;1;3;1;2;2;2;169,8300857;0,05;Broker;2772
41;1;3;1;4;4;0;138,4794899;0,05;Broker;2773
45;1;3;2;2;2;2;133,2314399;0,05;Broker;2781
56;1;3;2;1;1;0;176,1456559;0,05;Broker;2786
60;1;3;1;1;1;0;180;0,05;Broker;2787
44;1;3;1;1;1;2;138,2932571;0,05;Broker;2790
42;1;3;2;4;4;2;134,2061284;0,05;Broker;2792
43;1;3;1;1;1;2;124,2378245;0,05;Broker;2794
48;1;3;3;3;3;1;153,5047296;0,05;Broker;2799
41;1;3;3;3;3;1;130,4946115;0,05;Broker;2801
50;1;3;3;3;3;1;152,5055417;0,05;Broker;2803
59;1;3;3;3;3;1;180;0,05;Broker;2804
65;1;3;3;3;3;1;180;0,05;Broker;2805
43;1;3;3;3;3;1;141,0008337;0,05;Broker;2811
49;1;3;3;3;3;1;158,3180586;0,05;Broker;2812
53;1;3;3;3;3;1;169,4545405;0,05;Broker;2813
59;1;3;3;3;3;0;180;0,05;Broker;2816
48;1;3;3;3;3;0;148,3183176;0,05;Broker;2817
52;1;3;3;3;3;2;169,8146163;0,05;Broker;2818
42;1;3;3;3;3;3;123,7035171;0,05;Broker;2819
49;1;3;3;3;3;0;160,5020047;0,05;Broker;2822
43;1;3;3;3;3;0;137,7802571;0,05;Broker;2824
51;1;3;3;3;3;2;162,2319056;0,05;Broker;2827
43;1;3;3;3;3;2;133,7698754;0,05;Broker;2830
47;1;3;3;3;3;2;142,7523501;0,05;Broker;2836
60;1;3;3;3;3;2;180;0,05;Broker;2839
47;1;3;3;3;3;0;142,8467341;0,05;Broker;2841
50;1;3;3;3;3;2;162,9910943;0,05;Broker;2849
48;1;3;3;3;4;1;152,7362863;0,05;Broker;2853
61;1;3;3;3;4;1;180;0,05;Broker;2854
41;1;3;3;3;4;1;129,3509357;0,05;Broker;2855
53;1;3;3;3;4;1;165,3121403;0,05;Broker;2858
57;1;3;3;3;4;1;180;0,05;Broker;2860
49;1;3;3;3;4;2;150,3585478;0,05;Broker;2862
43;1;3;3;3;4;2;127,6431481;0,05;Broker;2863
41;1;3;3;3;4;2;129,4054128;0,05;Broker;2864
48;1;3;3;3;4;0;147,0550095;0,05;Broker;2871
42;1;3;3;3;4;0;136,4561304;0,05;Broker;2878
41;1;3;3;3;4;0;136,5408078;0,05;Broker;2880
54;1;3;3;3;4;0;168,8572763;0,05;Broker;2882
57;1;3;3;2;3;1;178,6914808;0,05;Broker;2883
45;1;3;3;2;3;1;144,2649903;0,05;Broker;2887
57;1;3;3;2;3;2;175,7773089;0,05;Broker;2888
59;1;3;3;2;3;2;180;0,05;Broker;2889
42;1;3;3;2;3;0;132,4160757;0,05;Broker;2890
46;1;3;3;2;3;2;144,9445847;0,05;Broker;2891
56;1;3;3;2;3;2;167,1773745;0,05;Broker;2893
55;1;3;3;2;3;2;175,5160701;0,05;Broker;2894
43;1;3;3;1;1;1;129,7107434;0,05;Broker;2896
41;1;3;3;1;2;1;126,9133233;0,05;Broker;2897
51;1;3;3;1;1;1;160,0140241;0,05;Broker;2902
54;1;3;3;4;4;1;164,6756429;0,05;Broker;2903
43;1;3;3;1;1;1;130,9097964;0,05;Broker;2908
60;1;3;3;1;2;1;180;0,05;Broker;2913
44;1;3;3;1;2;1;140,3016408;0,05;Broker;2915
57;1;3;3;2;2;1;171,0649903;0,05;Broker;2921
55;1;3;3;4;4;1;166,9033764;0,05;Broker;2924
63;1;3;3;1;2;1;180;0,05;Broker;2925
43;1;3;3;4;4;1;140,2415853;0,05;Broker;2926
52;1;3;3;4;4;1;165,6772905;0,05;Broker;2928
62;1;3;3;2;2;0;180;0,05;Broker;2933
42;1;3;3;1;2;0;125,9490987;0,05;Broker;2934
52;1;3;3;1;2;2;158,782608;0,05;Broker;2936
62;1;3;3;1;2;0;180;0,05;Broker;2940
57;1;3;3;1;1;2;177,6461361;0,05;Broker;2941
46;1;3;3;1;1;0;138,8885457;0,05;Broker;2943
44;1;3;3;2;2;2;142,5128862;0,05;Broker;2945
50;1;3;3;4;4;0;153,8668116;0,05;Broker;2946
55;1;3;3;1;1;3;172,9928624;0,05;Broker;2948
59;1;3;3;2;2;2;180;0,05;Broker;2953
45;1;3;3;1;1;2;144,7927294;0,05;Broker;2957
45;1;3;3;1;1;2;148,0805847;0,05;Broker;2959
47;1;3;3;2;2;2;154,4803032;0,05;Broker;2962
45;1;3;3;1;2;2;138,880976;0,05;Broker;2963
52;1;3;3;4;4;0;174,1115844;0,05;Broker;2965
44;1;3;3;1;1;3;135,1631697;0,05;Broker;2966
55;1;3;3;4;4;2;170,0287682;0,05;Broker;2967
58;1;3;3;1;1;2;179,2258707;0,05;Broker;2968
50;1;3;3;1;2;3;164,538915;0,05;Broker;2972
46;1;3;3;4;4;0;145,4540697;0,05;Broker;2976
59;1;3;3;1;1;2;180;0,05;Broker;2985
45;1;3;3;1;1;3;140,3076898;0,05;Broker;2990
41;1;3;3;2;2;3;130,3949164;0,05;Broker;2991
47;1;3;3;4;4;2;150,3567008;0,05;Broker;2992
47;1;3;3;1;1;0;145,4827579;0,05;Broker;2993
61;1;3;3;1;2;2;180;0,05;Broker;2998
60;1;3;4;3;3;1;180;0,05;Broker;3000
46;1;3;4;3;3;1;139,2753242;0,05;Broker;3002
45;1;3;4;3;3;1;142,4305372;0,05;Broker;3003
50;1;3;4;3;3;1;157,3817918;0,05;Broker;3004
50;1;3;4;3;3;1;151,7262965;0,05;Broker;3005
52;1;3;4;3;3;1;153,986501;0,05;Broker;3006
54;1;3;4;3;3;1;166,6701625;0,05;Broker;3010
49;1;3;4;3;3;1;156,6728067;0,05;Broker;3014
51;1;3;4;3;3;1;156,5343195;0,05;Broker;3015
49;1;3;4;3;3;0;151,692597;0,05;Broker;3020
51;1;3;4;3;3;2;159,8909932;0,05;Broker;3021
49;1;3;4;3;3;2;144,5200944;0,05;Broker;3024
49;1;3;4;3;3;3;145,8926093;0,05;Broker;3026
44;1;3;4;3;3;2;132,9746642;0,05;Broker;3027
42;1;3;4;3;3;0;135,1057125;0,05;Broker;3028
47;1;3;4;3;3;2;153,4248636;0,05;Broker;3029
45;1;3;4;3;3;2;148,2250693;0,05;Broker;3031
52;1;3;4;3;3;2;163,8852224;0,05;Broker;3033
46;1;3;4;3;3;2;151,8935203;0,05;Broker;3035
63;1;3;4;3;3;2;180;0,05;Broker;3042
61;1;3;4;3;3;2;180;0,05;Broker;3043
46;1;3;4;3;3;2;137,3734857;0,05;Broker;3048
56;1;3;4;3;3;0;174,0582983;0,05;Broker;3049
50;1;3;4;3;4;1;153,9385904;0,05;Broker;3050
53;1;3;4;3;4;1;171,3088294;0,05;Broker;3052
51;1;3;4;3;4;1;161,9303707;0,05;Broker;3056
57;1;3;4;3;4;1;173,5735877;0,05;Broker;3057
51;1;3;4;3;4;1;159,8752994;0,05;Broker;3058
51;1;3;4;3;4;2;153,8606165;0,05;Broker;3059
49;1;3;4;3;4;0;153,4215454;0,05;Broker;3060
47;1;3;4;3;4;2;155,9606419;0,05;Broker;3062
43;1;3;4;3;4;2;129,9046611;0,05;Broker;3064
55;1;3;4;3;4;2;177,5994268;0,05;Broker;3065
54;1;3;4;3;4;2;168,5859444;0,05;Broker;3066
46;1;3;4;3;4;2;151,2416213;0,05;Broker;3067
57;1;3;4;3;4;2;180;0,05;Broker;3068
65;1;3;4;3;4;2;180;0,05;Broker;3070
59;1;3;4;3;4;2;180;0,05;Broker;3072
52;1;3;4;3;4;2;162,5180925;0,05;Broker;3076
57;1;3;4;3;4;0;173,5030521;0,05;Broker;3078
54;1;3;4;2;3;1;165,0669875;0,05;Broker;3085
42;1;3;4;2;3;1;127,5904241;0,05;Broker;3086
51;1;3;4;2;3;2;156,7071733;0,05;Broker;3089
44;1;3;4;2;3;3;148,0047579;0,05;Broker;3091
46;1;3;4;2;3;0;141,4828749;0,05;Broker;3092
59;1;3;4;2;3;0;176,5448015;0,05;Broker;3095
45;1;3;4;2;2;1;140,9628433;0,05;Broker;3105
46;1;3;4;1;2;1;139,7025884;0,05;Broker;3111
47;1;3;4;4;4;1;144,1100125;0,05;Broker;3115
41;1;3;4;1;1;1;119,9830119;0,05;Broker;3121
43;1;3;4;2;2;1;131,5344837;0,05;Broker;3123
41;1;3;4;2;2;1;127,2915872;0,05;Broker;3125
46;1;3;4;1;1;1;138,3435881;0,05;Broker;3127
50;1;3;4;1;2;1;159,8086424;0,05;Broker;3131
50;1;3;4;4;4;1;158,7507121;0,05;Broker;3133
42;1;3;4;4;4;0;134,0003502;0,05;Broker;3135
49;1;3;4;1;1;2;146,3856327;0,05;Broker;3137
53;1;3;4;1;2;2;166,3799642;0,05;Broker;3139
58;1;3;4;1;2;2;176,9216768;0,05;Broker;3141
55;1;3;4;4;4;0;178,1707376;0,05;Broker;3144
54;1;3;4;1;1;0;162,2806563;0,05;Broker;3147
46;1;3;4;4;4;0;142,5915115;0,05;Broker;3148
47;1;3;4;1;1;2;146,6498774;0,05;Broker;3150
44;1;3;4;1;1;2;137,4673914;0,05;Broker;3151
50;1;3;4;1;1;3;152,7873794;0,05;Broker;3152
47;1;3;4;1;1;0;153,4405846;0,05;Broker;3154
46;1;3;4;2;2;2;143,1571315;0,05;Broker;3156
47;1;3;4;1;2;2;139,2458587;0,05;Broker;3157
57;1;3;4;1;1;0;180;0,05;Broker;3159
52;1;3;4;2;2;2;163,6142879;0,05;Broker;3161
42;1;3;4;4;4;2;133,4656878;0,05;Broker;3162
42;1;3;4;2;2;2;131,1249984;0,05;Broker;3164
41;1;3;4;1;1;3;134,6589201;0,05;Broker;3165
62;1;3;4;2;2;2;180;0,05;Broker;3166
52;1;3;4;1;1;0;153,5928943;0,05;Broker;3171
41;1;3;4;1;1;2;130,4629316;0,05;Broker;3177
42;1;3;4;1;2;2;123,3625067;0,05;Broker;3179
41;1;3;4;2;2;0;123,6918625;0,05;Broker;3183
58;1;3;4;2;2;2;180;0,05;Broker;3186
41;1;3;4;2;2;2;125,3160703;0,05;Broker;3192
49;1;3;4;1;1;2;154,2610582;0,05;Broker;3193
62;1;2;1;3;3;1;180;0,05;Broker;3196
46;1;2;2;3;3;1;144,8072661;0,05;Broker;3199
42;1;2;2;3;3;1;118,1090752;0,05;Broker;3200
41;1;2;1;3;3;1;126,3950624;0,05;Broker;3201
48;1;2;1;3;3;1;153,1174387;0,05;Broker;3203
46;1;2;1;3;3;1;143,6585727;0,05;Broker;3204
51;1;2;1;3;3;1;166,7035308;0,05;Broker;3205
44;1;2;1;3;3;1;126,9446625;0,05;Broker;3208
60;1;2;2;3;3;1;180;0,05;Broker;3210
46;1;2;1;3;3;1;141,405928;0,05;Broker;3211
43;1;2;2;3;3;1;131,0435086;0,05;Broker;3216
55;1;2;1;3;3;1;179,2712634;0,05;Broker;3218
53;1;2;2;3;3;1;161,5703066;0,05;Broker;3219
46;1;2;2;3;3;1;144,9721862;0,05;Broker;3220
54;1;2;1;3;3;1;167,6513387;0,05;Broker;3223
59;1;2;2;3;3;1;180;0,05;Broker;3224
54;1;2;2;3;3;1;168,4362187;0,05;Broker;3229
62;1;2;1;3;3;1;180;0,05;Broker;3232
48;1;2;1;3;3;1;152,7765958;0,05;Broker;3236
56;1;2;1;3;3;1;169,469208;0,05;Broker;3237
49;1;2;1;3;3;0;144,8758101;0,05;Broker;3238
47;1;2;2;3;3;2;136,9806753;0,05;Broker;3239
50;1;2;1;3;3;2;162,6748734;0,05;Broker;3240
49;1;2;2;3;3;3;156,8938204;0,05;Broker;3241
42;1;2;2;3;3;2;134,6781969;0,05;Broker;3242
47;1;2;1;3;3;0;137,4871603;0,05;Broker;3244
42;1;2;2;3;3;2;127,8779823;0,05;Broker;3247
41;1;2;1;3;3;3;135,5304503;0,05;Broker;3248
48;1;2;1;3;3;0;145,6792005;0,05;Broker;3251
54;1;2;1;3;3;2;169,0406075;0,05;Broker;3254
47;1;2;2;3;3;0;149,5254574;0,05;Broker;3256
43;1;2;1;3;3;0;130,5274422;0,05;Broker;3259
47;1;2;2;3;3;0;145,003348;0,05;Broker;3260
45;1;2;2;3;3;2;138,5073875;0,05;Broker;3261
42;1;2;2;3;3;2;143,1501945;0,05;Broker;3263
60;1;2;2;3;3;2;180;0,05;Broker;3264
49;1;2;2;3;3;0;151,8416228;0,05;Broker;3267
54;1;2;2;3;3;2;163,6983652;0,05;Broker;3268
54;1;2;2;3;3;2;170,2720173;0,05;Broker;3269
48;1;2;2;3;3;2;147,5950603;0,05;Broker;3273
56;1;2;2;3;3;3;176,6646239;0,05;Broker;3275
48;1;2;1;3;3;2;148,9285882;0,05;Broker;3276
51;1;2;1;3;3;0;166,3222277;0,05;Broker;3282
60;1;2;1;3;3;2;180;0,05;Broker;3283
62;1;2;1;3;3;2;180;0,05;Broker;3285
53;1;2;1;3;3;0;165,8513112;0,05;Broker;3287
51;1;2;2;3;3;0;151,4460998;0,05;Broker;3288
48;1;2;2;3;3;0;152,670463;0,05;Broker;3289
48;1;2;1;3;3;2;148,0579406;0,05;Broker;3291
47;1;2;2;3;3;2;148,6448937;0,05;Broker;3295
48;1;2;2;3;3;0;145,0534568;0,05;Broker;3297
55;1;2;1;3;3;2;168,3539531;0,05;Broker;3298
58;1;2;2;3;3;2;180;0,05;Broker;3299
55;1;2;2;3;3;3;170,1953839;0,05;Broker;3301
54;1;2;1;3;3;2;166,3832291;0,05;Broker;3304
47;1;2;2;3;3;0;156,7662986;0,05;Broker;3306
44;1;2;1;3;3;3;147,7697303;0,05;Broker;3307
44;1;2;2;3;3;2;130,4041921;0,05;Broker;3308
42;1;2;1;3;3;2;130,8910157;0,05;Broker;3312
51;1;2;1;3;3;2;161,9036797;0,05;Broker;3313
47;1;2;1;3;4;1;154,8772527;0,05;Broker;3315
41;1;2;2;3;4;1;120,242447;0,05;Broker;3317
53;1;2;2;3;4;1;162,6268721;0,05;Broker;3318
56;1;2;2;3;4;1;171,5462208;0,05;Broker;3319
46;1;2;2;3;4;1;148,7397658;0,05;Broker;3322
50;1;2;1;3;4;1;156,1637467;0,05;Broker;3324
47;1;2;1;3;4;1;149,2282262;0,05;Broker;3327
43;1;2;2;3;4;1;133,1476301;0,05;Broker;3328
44;1;2;2;3;4;0;145,0821034;0,05;Broker;3330
46;1;2;1;3;4;2;146,2340103;0,05;Broker;3332
54;1;2;1;3;4;2;170,9854513;0,05;Broker;3336
51;1;2;2;3;4;2;160,3151848;0,05;Broker;3337
56;1;2;2;3;4;0;172,2049543;0,05;Broker;3340
42;1;2;2;3;4;2;136,7564596;0,05;Broker;3342
58;1;2;1;3;4;2;180;0,05;Broker;3345
42;1;2;1;3;4;2;138,3821196;0,05;Broker;3348
47;1;2;2;3;4;0;146,998025;0,05;Broker;3352
52;1;2;2;3;4;2;159,0579532;0,05;Broker;3358
65;1;2;2;3;4;2;180;0,05;Broker;3359
64;1;2;2;3;4;0;180;0,05;Broker;3365
50;1;2;1;2;3;1;152,9593912;0,05;Broker;3373
61;1;2;1;2;3;1;180;0,05;Broker;3377
63;1;2;1;2;3;2;180;0,05;Broker;3379
59;1;2;2;2;3;2;180;0,05;Broker;3380
53;1;2;2;2;3;0;165,0283542;0,05;Broker;3381
44;1;2;1;2;3;2;132,2197729;0,05;Broker;3382
49;1;2;2;2;3;3;156,4886737;0,05;Broker;3383
52;1;2;2;2;3;2;166,8066729;0,05;Broker;3385
44;1;2;2;2;3;0;145,9538139;0,05;Broker;3386
42;1;2;1;4;4;1;132,6425077;0,05;Broker;3390
55;1;2;2;1;1;1;175,200955;0,05;Broker;3392
42;1;2;1;1;1;1;133,4850201;0,05;Broker;3396
53;1;2;1;1;2;1;171,9552132;0,05;Broker;3398
51;1;2;2;4;4;1;152,4916807;0,05;Broker;3400
42;1;2;2;4;4;1;137,4345137;0,05;Broker;3404
51;1;2;1;1;1;1;158,7662841;0,05;Broker;3405
53;1;2;2;4;4;1;171,9133198;0,05;Broker;3409
46;1;2;1;2;2;1;144,6589688;0,05;Broker;3410
47;1;2;1;4;4;1;141,933532;0,05;Broker;3414
60;1;2;1;1;2;1;180;0,05;Broker;3417
55;1;2;1;2;2;1;163,485821;0,05;Broker;3418
45;1;2;1;2;2;1;130,6899535;0,05;Broker;3421
60;1;2;1;4;4;1;180;0,05;Broker;3423
49;1;2;2;4;4;1;155,5108873;0,05;Broker;3429
57;1;2;1;4;4;1;166,9194309;0,05;Broker;3431
61;1;2;2;1;1;1;180;0,05;Broker;3432
55;1;2;2;1;1;1;176,0883974;0,05;Broker;3433
54;1;2;1;1;1;1;171,3757698;0,05;Broker;3435
49;1;2;1;1;2;1;152,6478313;0,05;Broker;3436
55;1;2;1;2;2;1;170,8432005;0,05;Broker;3439
42;1;2;2;1;1;1;122,8752035;0,05;Broker;3440
54;1;2;1;4;4;1;163,9458871;0,05;Broker;3441
43;1;2;2;4;4;1;140,9338964;0,05;Broker;3442
51;1;2;2;4;4;1;164,2277561;0,05;Broker;3443
43;1;2;1;2;2;1;137,8291902;0,05;Broker;3445
45;1;2;2;1;1;1;148,5511561;0,05;Broker;3446
42;1;2;2;4;4;1;140,4181687;0,05;Broker;3452
56;1;2;1;4;4;1;170,5373533;0,05;Broker;3455
50;1;2;2;4;4;1;160,7332079;0,05;Broker;3456
56;1;2;1;4;4;0;168,6404231;0,05;Broker;3459
44;1;2;1;1;1;2;146,147696;0,05;Broker;3461
58;1;2;1;2;2;2;179,3427505;0,05;Broker;3463
52;1;2;1;4;4;2;168,7082594;0,05;Broker;3466
43;1;2;2;1;1;2;130,3481391;0,05;Broker;3473
49;1;2;2;1;1;0;152,5337354;0,05;Broker;3475
45;1;2;2;2;2;0;138,9350634;0,05;Broker;3484
53;1;2;1;4;4;2;167,653428;0,05;Broker;3487
47;1;2;2;1;1;2;150,1081754;0,05;Broker;3488
53;1;2;1;2;2;0;166,9730303;0,05;Broker;3489
59;1;2;2;4;4;2;180;0,05;Broker;3491
53;1;2;1;4;4;0;165,9779996;0,05;Broker;3494
46;1;2;2;2;2;2;142,157569;0,05;Broker;3499
44;1;2;2;4;4;2;138,573635;0,05;Broker;3500
45;1;2;1;1;1;0;144,7500578;0,05;Broker;3501
41;1;2;1;1;2;2;132,3078761;0,05;Broker;3505
56;1;2;2;1;1;0;168,4220502;0,05;Broker;3506
52;1;2;2;4;4;2;166,4952689;0,05;Broker;3508
45;1;2;1;1;1;2;137,3383076;0,05;Broker;3511
46;1;2;1;1;2;2;138,4264773;0,05;Broker;3513
53;1;2;2;4;4;3;173,7396995;0,05;Broker;3517
53;1;2;1;1;2;2;164,5047359;0,05;Broker;3519
58;1;2;1;4;4;2;174,084429;0,05;Broker;3524
61;1;2;1;1;1;2;180;0,05;Broker;3527
