Age,Gender,MarStat,Housing,Educ,Inc_Gr,Children,IQ,Client,rate,cost_type,Default_flg
42,0,3,1,3,4,2,"136,36",1359,"0,05",Broker,0
55,0,3,2,3,4,2,"176,01",1786,"0,05",Broker,0
54,0,3,1,3,4,3,"164,60",2017,"0,05",Broker,0
50,0,3,1,3,4,0,"154,69",2429,"0,05",Broker,0
53,0,3,2,3,4,0,"167,48",2451,"0,05",Broker,0
57,0,3,2,3,4,0,"170,39",2616,"0,05",Broker,0
46,0,3,2,3,4,2,"143,56",2837,"0,05",Broker,0
42,0,3,1,3,4,3,"131,65",3508,"0,05",Broker,0
44,0,3,2,3,4,3,"139,83",3615,"0,05",Broker,0
50,0,3,1,3,4,2,"154,83",3884,"0,05",Broker,0
47,0,3,1,3,4,0,"139,43",4131,"0,05",Broker,0
59,0,3,1,3,4,2,"180,00",4276,"0,05",Broker,0
44,0,3,1,3,4,2,"134,37",4635,"0,05",Broker,0
63,0,3,1,3,4,2,"180,00",4708,"0,05",Broker,1
47,0,3,1,3,4,2,"145,97",5500,"0,05",Broker,0
44,0,3,2,3,4,2,"133,39",5651,"0,05",Broker,0
53,0,3,2,3,4,2,"161,17",5794,"0,05",Broker,0
49,0,3,2,3,4,0,"151,25",6154,"0,05",Broker,0
46,0,3,1,3,4,0,"131,53",6552,"0,05",Broker,0
63,0,3,1,3,4,2,"180,00",6624,"0,05",Broker,0
41,0,3,1,3,4,0,"133,50",7020,"0,05",Broker,0
49,0,3,1,3,4,2,"150,58",7191,"0,05",Broker,0
40,0,3,1,3,4,2,"119,58",7553,"0,05",www,0
57,0,3,2,3,4,2,"175,13",8136,"0,05",Broker,0
43,0,3,1,3,4,2,"129,79",8276,"0,05",Broker,0
61,0,3,2,3,4,2,"180,00",8506,"0,05",Broker,0
64,0,3,2,3,4,2,"180,00",8657,"0,05",Broker,0
53,0,3,1,3,4,2,"160,82",8962,"0,05",Broker,0
42,0,3,2,3,4,3,"124,01",9277,"0,05",Broker,0
65,0,3,1,3,4,0,"180,00",9415,"0,05",Broker,0
42,0,3,1,3,4,2,"132,02",9448,"0,05",Broker,0
59,0,3,1,3,4,2,"180,00",9926,"0,05",Broker,0
58,0,3,1,2,3,1,"180,00",4048,"0,05",Broker,0
47,0,3,2,2,3,1,"151,32",5643,"0,05",Broker,0
41,0,3,2,2,3,1,"124,34",8852,"0,05",Broker,0
55,0,3,2,2,3,1,"167,24",8951,"0,05",Broker,0
43,0,3,1,2,3,1,"135,03",9322,"0,05",Broker,0
60,0,3,2,2,3,2,"180,00",362,"0,05",Broker,0
44,0,3,2,2,3,2,"144,29",1133,"0,05",Broker,0
45,0,3,1,2,3,2,"135,40",1426,"0,05",Broker,0
54,0,3,2,2,3,2,"161,41",1837,"0,05",Broker,0
61,0,3,1,2,3,2,"180,00",2074,"0,05",Broker,0
54,0,3,1,2,3,0,"166,22",2833,"0,05",Broker,0
59,0,3,1,2,3,0,"173,11",3949,"0,05",Broker,0
63,0,3,1,2,3,0,"180,00",4378,"0,05",Broker,0
46,0,3,2,2,3,2,"153,42",5401,"0,05",Broker,0
57,0,3,1,2,3,2,"177,61",6535,"0,05",Broker,0
44,0,3,2,2,3,0,"142,99",7263,"0,05",Broker,0
42,0,3,1,2,3,0,"128,75",7745,"0,05",Broker,0
48,0,3,2,2,3,2,"149,60",8184,"0,05",Broker,0
52,0,3,1,2,3,2,"160,74",8236,"0,05",Broker,0
40,0,3,1,2,3,2,"126,96",9039,"0,05",Facebook,0
53,0,3,1,1,1,1,"171,04",308,"0,05",Broker,1
48,0,3,2,1,1,1,"152,34",433,"0,05",Broker,0
47,0,3,2,1,1,1,"147,68",517,"0,05",Broker,0
60,0,3,1,4,4,1,"180,00",815,"0,05",Broker,0
55,0,3,1,1,1,1,"167,51",880,"0,05",Broker,0
45,0,3,1,1,1,1,"141,62",1051,"0,05",Broker,0
47,0,3,1,1,2,1,"144,15",1791,"0,05",Broker,0
48,0,3,2,1,1,1,"153,98",1834,"0,05",Broker,0
44,0,3,2,1,1,1,"145,55",1937,"0,05",Broker,0
43,0,3,1,4,4,1,"131,90",2009,"0,05",Broker,0
43,0,3,1,2,2,1,"134,12",2020,"0,05",Broker,0
59,0,3,1,4,4,1,"180,00",2288,"0,05",Broker,0
50,0,3,2,4,4,1,"158,64",2325,"0,05",Broker,0
49,0,3,1,1,1,1,"167,23",2518,"0,05",Broker,0
47,0,3,1,1,2,1,"150,41",2850,"0,05",Broker,0
42,0,3,2,1,2,1,"125,38",3180,"0,05",Broker,0
55,0,3,2,1,2,1,"168,21",3323,"0,05",Broker,0
45,0,3,2,1,1,1,"142,03",3330,"0,05",Broker,0
51,0,3,2,1,1,1,"162,85",3513,"0,05",Broker,1
50,0,3,1,2,2,1,"158,05",3701,"0,05",Broker,0
53,0,3,2,1,1,1,"167,69",4499,"0,05",Broker,0
53,0,3,1,2,2,1,"162,93",4532,"0,05",Broker,0
48,0,3,2,1,2,1,"156,61",4673,"0,05",Broker,0
55,0,3,2,1,1,1,"173,96",4701,"0,05",Broker,0
55,0,3,2,4,4,1,"175,33",4841,"0,05",Broker,0
47,0,3,2,4,4,1,"147,80",4881,"0,05",Broker,0
62,0,3,1,4,4,1,"180,00",4960,"0,05",Broker,0
48,0,3,2,1,2,1,"154,42",5460,"0,05",Broker,0
59,0,3,2,1,1,1,"180,00",5493,"0,05",Broker,1
48,0,3,1,2,2,1,"154,06",5622,"0,05",Broker,0
43,0,3,1,1,2,1,"138,82",5717,"0,05",Broker,1
53,0,3,2,4,4,1,"162,19",5849,"0,05",Broker,0
41,0,3,2,4,4,1,"125,49",5866,"0,05",Broker,0
47,0,3,1,1,2,1,"139,28",6157,"0,05",Broker,0
42,0,3,2,4,4,1,"122,31",6194,"0,05",Broker,0
42,0,3,1,4,4,1,"135,79",6275,"0,05",Broker,0
54,0,3,2,1,1,1,"164,36",6370,"0,05",Broker,1
55,0,3,1,4,4,1,"173,84",6709,"0,05",Broker,0
54,0,3,1,1,2,1,"167,69",6804,"0,05",Broker,0
60,0,3,1,1,1,1,"180,00",6900,"0,05",Broker,1
44,0,3,2,1,2,1,"135,77",7558,"0,05",Broker,0
53,0,3,1,2,2,1,"173,61",7645,"0,05",Broker,0
45,0,3,2,2,2,1,"146,79",7659,"0,05",Broker,0
43,0,3,1,1,1,1,"126,42",7668,"0,05",Broker,0
40,0,3,2,2,2,1,"124,49",7692,"0,05",Facebook,0
50,0,3,2,1,1,1,"155,63",7742,"0,05",Broker,0
48,0,3,2,1,1,1,"154,22",7947,"0,05",Broker,0
49,0,3,2,1,1,1,"155,77",7970,"0,05",Broker,0
42,0,3,2,1,1,1,"135,49",8076,"0,05",Broker,0
52,0,3,2,1,2,1,"162,38",8110,"0,05",Broker,0
55,0,3,1,2,2,1,"164,96",8537,"0,05",Broker,0
55,0,3,1,1,1,1,"170,44",8567,"0,05",Broker,0
47,0,3,1,1,1,1,"145,73",8626,"0,05",Broker,0
61,0,3,2,4,4,1,"180,00",8813,"0,05",Broker,0
58,0,3,1,4,4,1,"177,27",8817,"0,05",Broker,0
43,0,3,1,1,1,1,"140,16",8869,"0,05",Broker,0
55,0,3,1,1,1,1,"179,13",9011,"0,05",Broker,0
48,0,3,2,1,1,1,"148,43",9344,"0,05",Broker,1
48,0,3,2,1,1,1,"154,46",9563,"0,05",Broker,0
54,0,3,2,1,1,1,"169,35",9613,"0,05",Broker,0
51,0,3,1,1,2,1,"160,54",9691,"0,05",Broker,0
53,0,3,1,4,4,1,"162,94",9708,"0,05",Broker,0
42,0,3,1,2,2,1,"130,76",9710,"0,05",Broker,0
45,0,3,1,1,2,1,"141,36",9755,"0,05",Broker,0
49,0,3,2,1,2,1,"145,18",9788,"0,05",Broker,0
46,0,3,1,1,1,1,"145,73",9814,"0,05",Broker,0
62,0,3,2,1,1,1,"180,00",9848,"0,05",Broker,0
59,0,3,2,1,1,1,"180,00",9854,"0,05",Broker,0
44,0,3,2,1,1,1,"139,66",9940,"0,05",Broker,0
41,0,3,1,1,1,2,"139,87",163,"0,05",Broker,0
59,0,3,1,2,2,2,"180,00",178,"0,05",Broker,0
42,0,3,2,4,4,2,"133,52",271,"0,05",Broker,0
50,0,3,2,1,1,2,"157,60",339,"0,05",Broker,0
54,0,3,2,4,4,2,"171,41",460,"0,05",Broker,0
47,0,3,2,1,1,0,"150,22",525,"0,05",Broker,0
40,0,3,1,1,1,0,"129,87",541,"0,05",Facebook,0
41,0,3,1,2,2,0,"129,87",645,"0,05",Broker,0
53,0,3,2,1,1,3,"163,86",706,"0,05",Broker,0
53,0,3,2,4,4,2,"158,04",757,"0,05",Broker,0
63,0,3,2,1,1,2,"180,00",901,"0,05",Broker,0
53,0,3,1,2,2,2,"165,65",905,"0,05",Broker,0
41,0,3,1,1,1,2,"131,92",906,"0,05",Broker,0
58,0,3,2,1,1,0,"180,00",941,"0,05",Broker,0
55,0,3,2,4,4,3,"166,72",1333,"0,05",Broker,0
43,0,3,1,1,2,0,"137,14",1535,"0,05",Broker,0
60,0,3,1,1,2,2,"180,00",1590,"0,05",Broker,0
41,0,3,2,4,4,2,"120,07",1729,"0,05",Broker,0
62,0,3,2,2,2,2,"180,00",1814,"0,05",Broker,0
53,0,3,2,4,4,0,"163,46",1857,"0,05",Broker,0
43,0,3,1,1,1,0,"137,76",1918,"0,05",Broker,0
45,0,3,1,1,1,0,"143,12",1939,"0,05",Broker,0
42,0,3,2,4,4,2,"137,14",1962,"0,05",Broker,0
63,0,3,1,4,4,2,"180,00",2041,"0,05",Broker,0
45,0,3,2,1,1,0,"142,71",2121,"0,05",Broker,0
64,0,3,2,1,1,2,"180,00",2149,"0,05",Broker,1
46,0,3,1,4,4,0,"140,77",2231,"0,05",Broker,0
42,0,3,2,1,2,3,"127,47",2248,"0,05",Broker,1
42,0,3,1,1,2,2,"125,25",2284,"0,05",Broker,0
57,0,3,2,1,2,0,"180,00",2307,"0,05",Broker,1
46,0,3,1,1,1,2,"154,48",2491,"0,05",Broker,0
59,0,3,2,4,4,3,"179,69",2563,"0,05",Broker,0
56,0,3,1,1,1,2,"168,10",2574,"0,05",Broker,0
55,0,3,2,1,1,2,"176,04",2622,"0,05",Broker,0
47,0,3,2,4,4,0,"146,48",2700,"0,05",Broker,0
46,0,3,1,1,1,2,"145,01",3087,"0,05",Broker,0
54,0,3,2,1,2,0,"174,48",3118,"0,05",Broker,0
58,0,3,1,4,4,2,"172,22",3171,"0,05",Broker,0
44,0,3,2,1,2,2,"144,39",3209,"0,05",Broker,0
55,0,3,2,2,2,2,"175,59",3241,"0,05",Broker,0
52,0,3,1,1,1,2,"152,31",3433,"0,05",Broker,0
43,0,3,2,1,1,0,"130,42",3451,"0,05",Broker,0
42,0,3,2,1,1,2,"133,20",3559,"0,05",Broker,0
41,0,3,2,1,2,0,"128,23",3706,"0,05",Broker,0
64,0,3,1,1,2,2,"180,00",3792,"0,05",Broker,0
56,0,3,1,2,2,0,"171,73",3805,"0,05",Broker,0
42,0,3,2,1,1,2,"125,09",4251,"0,05",Broker,0
46,0,3,2,1,1,3,"144,99",4583,"0,05",Broker,0
44,0,3,1,1,1,0,"143,02",4780,"0,05",Broker,1
52,0,3,1,4,4,0,"157,40",4909,"0,05",Broker,0
42,0,3,1,1,1,0,"136,81",4967,"0,05",Broker,0
53,0,3,1,1,2,2,"163,61",5070,"0,05",Broker,0
55,0,3,2,1,2,0,"173,13",5196,"0,05",Broker,0
45,0,3,1,1,1,2,"144,22",5214,"0,05",Broker,0
41,0,3,2,1,1,2,"130,53",5255,"0,05",Broker,0
54,0,3,2,1,1,0,"153,91",5264,"0,05",Broker,0
60,0,3,1,4,4,0,"180,00",5279,"0,05",Broker,0
48,0,3,2,2,2,0,"147,18",5495,"0,05",Broker,0
48,0,3,2,1,1,2,"142,04",5501,"0,05",Broker,0
40,0,3,1,1,2,2,"131,50",5563,"0,05",Facebook,0
40,0,3,1,1,2,2,"124,96",5589,"0,05",Facebook,0
50,0,3,2,1,2,2,"155,93",5603,"0,05",Broker,0
55,0,3,2,1,2,0,"171,71",5666,"0,05",Broker,0
41,0,3,2,1,1,0,"129,50",5801,"0,05",Broker,0
44,0,3,1,4,4,0,"142,09",5854,"0,05",Broker,0
44,0,3,1,1,1,2,"143,37",6158,"0,05",Broker,0
51,0,3,2,1,1,2,"168,30",6163,"0,05",Broker,1
46,0,3,1,1,2,2,"140,52",6210,"0,05",Broker,0
55,0,3,1,1,1,2,"173,92",6211,"0,05",Broker,0
47,0,3,1,2,2,0,"143,73",6229,"0,05",Broker,0
40,0,3,1,1,1,0,"129,70",6260,"0,05",Facebook,0
63,0,3,1,1,1,2,"180,00",6319,"0,05",Broker,0
44,0,3,1,1,1,2,"136,36",6336,"0,05",Broker,0
44,0,3,2,1,1,2,"130,30",6453,"0,05",Broker,0
42,0,3,1,1,1,0,"137,10",6455,"0,05",Broker,0
47,0,3,2,1,1,2,"143,36",6459,"0,05",Broker,0
52,0,3,2,1,1,2,"167,24",6630,"0,05",Broker,0
44,0,3,2,2,2,2,"139,76",6729,"0,05",Broker,0
51,0,3,2,4,4,0,"151,43",6781,"0,05",Broker,0
57,0,3,1,4,4,3,"177,47",6785,"0,05",Broker,0
63,0,3,1,1,1,2,"180,00",6839,"0,05",Broker,1
44,0,3,1,1,1,2,"137,49",6883,"0,05",Broker,0
54,0,3,2,4,4,2,"172,82",6913,"0,05",Broker,0
46,0,3,1,1,2,0,"145,24",6942,"0,05",Broker,0
44,0,3,1,1,1,0,"129,08",7071,"0,05",Broker,0
59,0,3,1,4,4,2,"180,00",7162,"0,05",Broker,0
40,0,3,2,2,2,2,"122,40",7290,"0,05",Facebook,0
62,0,3,2,2,2,2,"180,00",7347,"0,05",Broker,0
50,0,3,1,4,4,0,"156,88",7361,"0,05",Broker,0
51,0,3,2,1,1,2,"159,33",7436,"0,05",Broker,0
48,0,3,1,1,2,2,"155,49",7487,"0,05",Broker,0
54,0,3,2,4,4,2,"167,82",7643,"0,05",Broker,0
48,0,3,1,2,2,0,"152,47",7656,"0,05",Broker,0
64,0,3,2,1,1,2,"180,00",7718,"0,05",Broker,0
41,0,3,1,1,1,2,"131,48",7816,"0,05",Broker,0
41,0,3,1,4,4,2,"131,22",8006,"0,05",Broker,0
52,0,3,2,1,1,2,"159,56",8131,"0,05",Broker,1
46,0,3,1,1,1,0,"153,66",8214,"0,05",Broker,0
41,0,3,1,2,2,2,"131,43",8259,"0,05",Broker,0
44,0,3,1,1,1,2,"133,87",8269,"0,05",Broker,0
65,0,3,1,1,1,0,"180,00",8280,"0,05",Broker,0
60,0,3,1,4,4,0,"180,00",8407,"0,05",Broker,0
49,0,3,1,4,4,0,"148,55",8456,"0,05",Broker,0
58,0,3,2,1,1,0,"176,25",8482,"0,05",Broker,0
52,0,3,1,1,2,2,"163,75",8531,"0,05",Broker,0
46,0,3,1,1,2,2,"152,21",8591,"0,05",Broker,0
43,0,3,2,1,1,0,"135,44",8601,"0,05",Broker,0
53,0,3,2,2,2,2,"165,15",8682,"0,05",Broker,0
40,0,3,1,2,2,0,"124,51",8714,"0,05",Facebook,0
45,0,3,1,1,1,2,"145,71",9262,"0,05",Broker,0
52,0,3,2,1,2,0,"162,15",9285,"0,05",Broker,0
42,0,3,1,2,2,0,"130,75",9461,"0,05",Broker,0
48,0,3,1,2,2,3,"148,90",9508,"0,05",Broker,0
42,0,3,2,4,4,2,"130,78",9528,"0,05",Broker,0
46,0,3,1,4,4,2,"142,20",9532,"0,05",Broker,0
45,0,3,2,1,2,0,"136,53",9565,"0,05",Broker,0
45,0,3,1,1,2,2,"138,65",9618,"0,05",Broker,0
47,0,3,1,4,4,0,"145,92",9643,"0,05",Broker,0
56,0,3,1,4,4,0,"173,13",9685,"0,05",Broker,0
54,0,3,2,1,1,2,"164,35",9730,"0,05",Broker,0
56,0,3,1,2,2,2,"176,09",9757,"0,05",Broker,0
54,0,3,3,3,3,1,"162,25",593,"0,05",Broker,0
49,0,3,3,3,3,1,"156,70",898,"0,05",Broker,0
42,0,3,3,3,3,1,"135,66",1575,"0,05",Broker,0
42,0,3,3,3,3,1,"132,80",1864,"0,05",Broker,0
42,0,3,3,3,3,1,"134,31",2023,"0,05",Broker,0
65,0,3,3,3,3,1,"180,00",2704,"0,05",Broker,0
42,0,3,3,3,3,1,"123,64",2808,"0,05",Broker,0
52,0,3,3,3,3,1,"164,13",2829,"0,05",Broker,0
41,0,3,3,3,3,1,"134,95",3846,"0,05",Broker,0
49,0,3,3,3,3,1,"158,83",5130,"0,05",Broker,0
46,0,3,3,3,3,1,"148,64",5968,"0,05",Broker,0
43,0,3,3,3,3,1,"127,42",7410,"0,05",Broker,0
54,0,3,3,3,3,1,"166,67",7839,"0,05",Broker,0
60,0,3,3,3,3,1,"180,00",7903,"0,05",Broker,0
43,0,3,3,3,3,1,"133,59",8075,"0,05",Broker,0
42,0,3,3,3,3,1,"124,58",9146,"0,05",Broker,0
42,0,3,3,3,3,1,"130,84",9635,"0,05",Broker,0
42,0,3,3,3,3,1,"129,27",9785,"0,05",Broker,0
64,0,3,3,3,3,2,"180,00",65,"0,05",Broker,0
58,0,3,3,3,3,0,"179,68",167,"0,05",Broker,0
48,0,3,3,3,3,2,"156,57",784,"0,05",Broker,0
42,0,3,3,3,3,2,"130,75",916,"0,05",Broker,0
47,0,3,3,3,3,2,"137,17",1008,"0,05",Broker,0
41,0,3,3,3,3,3,"131,37",1348,"0,05",Broker,0
53,0,3,3,3,3,0,"155,22",1370,"0,05",Broker,0
40,0,3,3,3,3,0,"122,14",1950,"0,05",Facebook,0
49,0,3,3,3,3,0,"150,79",2114,"0,05",Broker,0
45,0,3,3,3,3,2,"143,60",2130,"0,05",Broker,0
40,0,3,3,3,3,2,"128,80",2339,"0,05",Facebook,0
64,0,3,3,3,3,0,"180,00",2553,"0,05",Broker,0
44,0,3,3,3,3,2,"126,62",2611,"0,05",Broker,0
46,0,3,3,3,3,2,"144,67",2846,"0,05",Broker,0
45,0,3,3,3,3,2,"141,73",2874,"0,05",Broker,0
41,0,3,3,3,3,2,"123,48",3455,"0,05",Broker,0
61,0,3,3,3,3,2,"180,00",3530,"0,05",Broker,0
51,0,3,3,3,3,2,"164,11",4287,"0,05",Broker,0
40,0,3,3,3,3,2,"126,48",5389,"0,05",Facebook,0
55,0,3,3,3,3,0,"177,11",5582,"0,05",Broker,0
46,0,3,3,3,3,2,"139,72",6384,"0,05",Broker,1
59,0,3,3,3,3,2,"180,00",6554,"0,05",Broker,0
47,0,3,3,3,3,2,"144,81",6822,"0,05",Broker,0
47,0,3,3,3,3,2,"151,47",6835,"0,05",Broker,0
43,0,3,3,3,3,2,"128,44",6993,"0,05",Broker,0
43,0,3,3,3,3,3,"136,73",7430,"0,05",Broker,0
62,0,3,3,3,3,0,"180,00",7636,"0,05",Broker,0
41,0,3,3,3,3,2,"130,17",7746,"0,05",Broker,0
47,0,3,3,3,3,0,"131,29",7770,"0,05",Broker,0
58,0,3,3,3,3,2,"172,10",8051,"0,05",Broker,0
41,0,3,3,3,3,2,"131,08",8077,"0,05",Broker,0
58,0,3,3,3,3,2,"176,31",8471,"0,05",Broker,0
51,0,3,3,3,3,2,"155,31",9006,"0,05",Broker,0
41,0,3,3,3,3,2,"123,78",9226,"0,05",Broker,0
44,0,3,3,3,4,1,"145,32",1087,"0,05",Broker,0
44,0,3,3,3,4,1,"140,19",1306,"0,05",Broker,0
51,0,3,3,3,4,1,"147,62",5252,"0,05",Broker,0
44,0,3,3,3,4,1,"142,10",6172,"0,05",Broker,0
46,0,3,3,3,4,1,"143,55",7308,"0,05",Broker,0
65,0,3,3,3,4,1,"180,00",8049,"0,05",Broker,0
45,0,3,3,3,4,1,"138,71",9086,"0,05",Broker,0
54,0,3,3,3,4,0,"173,25",628,"0,05",Broker,0
65,0,3,3,3,4,0,"180,00",1232,"0,05",Broker,0
54,0,3,3,3,4,2,"165,25",1250,"0,05",Broker,0
50,0,3,3,3,4,2,"155,28",1337,"0,05",Broker,0
54,0,3,3,3,4,0,"162,20",2189,"0,05",Broker,0
42,0,3,3,3,4,3,"133,45",2244,"0,05",Broker,0
53,0,3,3,3,4,2,"168,54",2544,"0,05",Broker,0
59,0,3,3,3,4,0,"178,81",3495,"0,05",Broker,0
65,0,3,3,3,4,2,"180,00",4181,"0,05",Broker,0
59,0,3,3,3,4,0,"175,64",4833,"0,05",Broker,0
58,0,3,3,3,4,2,"177,05",5661,"0,05",Broker,0
50,0,3,3,3,4,0,"144,69",5756,"0,05",Broker,0
49,0,3,3,3,4,2,"151,08",6758,"0,05",Broker,0
47,0,3,3,3,4,0,"147,27",6846,"0,05",Broker,0
45,0,3,3,3,4,2,"134,72",7460,"0,05",Broker,0
56,0,3,3,3,4,2,"170,01",7596,"0,05",Broker,0
52,0,3,3,3,4,0,"169,53",8559,"0,05",Broker,0
62,0,3,3,3,4,2,"180,00",8874,"0,05",Broker,0
62,0,3,3,3,4,0,"180,00",8933,"0,05",Broker,0
52,0,3,3,3,4,2,"157,01",9669,"0,05",Broker,0
51,0,3,3,3,4,2,"166,76",9953,"0,05",Broker,0
48,0,3,3,3,4,0,"153,42",9973,"0,05",Broker,0
49,0,3,3,2,3,1,"157,88",1802,"0,05",Broker,0
42,0,3,3,2,3,1,"136,62",9244,"0,05",Broker,0
49,0,3,3,2,3,0,"161,95",310,"0,05",Broker,0
44,0,3,3,2,3,2,"145,89",6342,"0,05",Broker,0
40,0,3,3,2,3,0,"126,78",8430,"0,05",Facebook,0
41,0,3,3,2,3,2,"132,17",8903,"0,05",Broker,0
40,0,3,3,1,1,1,"120,89",49,"0,05",Facebook,0
41,0,3,3,4,4,1,"130,54",86,"0,05",Broker,0
60,0,3,3,4,4,1,"177,13",135,"0,05",Broker,0
47,0,3,3,1,2,1,"147,25",1572,"0,05",Broker,0
49,0,3,3,1,1,1,"146,36",1792,"0,05",Broker,0
63,0,3,3,1,2,1,"180,00",2108,"0,05",Broker,0
43,0,3,3,1,2,1,"127,46",2331,"0,05",Broker,0
51,0,3,3,1,2,1,"157,33",2764,"0,05",Broker,0
45,0,3,3,4,4,1,"144,80",3462,"0,05",Broker,0
40,0,3,3,1,1,1,"127,83",3554,"0,05",Facebook,0
60,0,3,3,4,4,1,"180,00",3563,"0,05",Broker,0
54,0,3,3,1,2,1,"163,47",3629,"0,05",Broker,0
42,0,3,3,1,1,1,"131,70",3638,"0,05",Broker,0
51,0,3,3,1,1,1,"156,29",4173,"0,05",Broker,0
40,0,3,3,4,4,1,"123,76",4188,"0,05",Facebook,0
60,0,3,3,2,2,1,"180,00",4406,"0,05",Broker,0
52,0,3,3,1,2,1,"157,41",4979,"0,05",Broker,0
41,0,3,3,4,4,1,"127,11",5034,"0,05",Broker,0
48,0,3,3,1,1,1,"158,33",6239,"0,05",Broker,0
54,0,3,3,1,1,1,"172,83",6870,"0,05",Broker,0
47,0,3,3,1,1,1,"146,47",6955,"0,05",Broker,0
48,0,3,3,4,4,1,"149,62",7242,"0,05",Broker,0
54,0,3,3,1,2,1,"162,14",7520,"0,05",Broker,0
41,0,3,3,2,2,1,"133,77",7710,"0,05",Broker,0
43,0,3,3,1,1,1,"133,35",7814,"0,05",Broker,0
46,0,3,3,1,2,1,"139,05",8003,"0,05",Broker,0
43,0,3,3,1,1,1,"127,71",8763,"0,05",Broker,0
59,0,3,3,1,2,1,"180,00",9248,"0,05",Broker,0
54,0,3,3,1,2,1,"165,62",9480,"0,05",Broker,0
53,0,3,3,1,1,2,"170,78",324,"0,05",Broker,0
44,0,3,3,2,2,0,"142,25",395,"0,05",Broker,0
49,0,3,3,4,4,0,"150,30",441,"0,05",Broker,0
59,0,3,3,1,2,2,"180,00",801,"0,05",Broker,0
63,0,3,3,4,4,0,"180,00",1018,"0,05",Broker,0
41,0,3,3,2,2,2,"134,94",1032,"0,05",Broker,0
56,0,3,3,1,2,3,"176,34",1227,"0,05",Broker,0
51,0,3,3,1,2,0,"169,33",1261,"0,05",Broker,0
48,0,3,3,1,1,2,"145,18",1604,"0,05",Broker,0
54,0,3,3,4,4,2,"167,02",1800,"0,05",Broker,0
59,0,3,3,1,1,2,"180,00",1827,"0,05",Broker,0
43,0,3,3,1,2,2,"135,31",1849,"0,05",Broker,0
58,0,3,3,4,4,2,"180,00",1871,"0,05",Broker,0
44,0,3,3,2,2,0,"140,64",2270,"0,05",Broker,0
61,0,3,3,1,2,2,"180,00",2316,"0,05",Broker,0
48,0,3,3,4,4,0,"151,99",2354,"0,05",Broker,0
41,0,3,3,1,2,2,"123,05",2792,"0,05",Broker,0
41,0,3,3,4,4,2,"135,49",2845,"0,05",Broker,0
40,0,3,3,1,1,2,"127,21",2899,"0,05",Facebook,0
41,0,3,3,1,1,2,"129,86",2910,"0,05",Broker,0
46,0,3,3,1,2,2,"141,01",3313,"0,05",Broker,0
49,0,3,3,1,2,2,"154,74",3327,"0,05",Broker,0
49,0,3,3,1,2,0,"155,98",3351,"0,05",Broker,0
57,0,3,3,4,4,2,"170,47",3483,"0,05",Broker,0
44,0,3,3,4,4,0,"132,25",3689,"0,05",Broker,0
54,0,3,3,1,1,2,"164,90",3748,"0,05",Broker,0
48,0,3,3,1,1,2,"144,27",3754,"0,05",Broker,0
46,0,3,3,2,2,2,"142,55",3880,"0,05",Broker,0
52,0,3,3,1,1,2,"160,14",4056,"0,05",Broker,0
49,0,3,3,1,1,0,"153,08",4209,"0,05",Broker,0
40,0,3,3,1,2,2,"118,56",4266,"0,05",www,0
59,0,3,3,4,4,0,"179,96",4323,"0,05",Broker,0
42,0,3,3,2,2,2,"130,25",4373,"0,05",Broker,0
58,0,3,3,4,4,0,"180,00",4446,"0,05",Broker,0
49,0,3,3,4,4,0,"160,17",4462,"0,05",Broker,0
50,0,3,3,2,2,0,"145,56",4595,"0,05",Broker,0
45,0,3,3,1,1,0,"137,78",4719,"0,05",Broker,0
45,0,3,3,4,4,2,"135,13",4758,"0,05",Broker,0
51,0,3,3,1,1,2,"161,12",4984,"0,05",Broker,0
54,0,3,3,1,1,0,"166,32",5133,"0,05",Broker,0
43,0,3,3,4,4,2,"135,48",5630,"0,05",Broker,0
49,0,3,3,2,2,2,"148,89",5910,"0,05",Broker,0
52,0,3,3,1,1,2,"160,89",6009,"0,05",Broker,0
42,0,3,3,2,2,2,"132,52",6024,"0,05",Broker,0
46,0,3,3,1,1,2,"136,41",6536,"0,05",Broker,0
54,0,3,3,4,4,0,"155,71",6596,"0,05",Broker,0
49,0,3,3,1,2,2,"151,41",6737,"0,05",Broker,0
54,0,3,3,1,2,2,"165,56",6776,"0,05",Broker,0
47,0,3,3,2,2,2,"154,40",7350,"0,05",Broker,0
56,0,3,3,1,1,2,"177,09",7365,"0,05",Broker,0
49,0,3,3,1,2,0,"158,21",7391,"0,05",Broker,0
44,0,3,3,1,2,2,"140,39",7578,"0,05",Broker,0
56,0,3,3,1,2,0,"172,02",7791,"0,05",Broker,0
49,0,3,3,2,2,0,"155,95",7928,"0,05",Broker,0
41,0,3,3,1,1,2,"128,97",7979,"0,05",Broker,0
59,0,3,3,4,4,2,"180,00",7997,"0,05",Broker,0
62,0,3,3,1,2,2,"180,00",8127,"0,05",Broker,0
50,0,3,3,1,2,2,"158,34",8340,"0,05",Broker,0
60,0,3,3,1,1,0,"180,00",8565,"0,05",Broker,0
54,0,3,3,2,2,0,"170,36",8602,"0,05",Broker,0
43,0,3,3,1,1,3,"137,38",8681,"0,05",Broker,0
53,0,3,3,4,4,0,"161,44",8791,"0,05",Broker,0
42,0,3,3,1,1,2,"133,06",8792,"0,05",Broker,0
62,0,3,3,1,1,0,"180,00",9292,"0,05",Broker,0
51,0,3,3,2,2,2,"160,04",9375,"0,05",Broker,0
